осматриваться/осмотреться,"to look round, see where one is, get one’s bearings","p осмотрюсь, осмотришься",,
осторожность (f),caution,,,
остриё,"point, spike",g pl остриёв,,
отпор,"repulse, rebuff",,,
отчество,patronymic,,,
парламент,parliament,,,
парус,sail,nom pl паруса,,
перечислять/перечислить (+a),to enumerate; transfer (money),i перечисляю,,
питаться (i) (+inst),to feed (on),,,
племянник,nephew,,,
повышаться/повыситься,to rise,"p повышусь, повысишься",,
подавлять/подавить (+a),to suppress,"p подавлю, подавишь",,
подобие,"resemblance, likeness",,,
подросток,"juvenile, youth",,,
подчинённый,subordinate,,,
подчиняться/подчиниться (+d),"to submit, be subject to",i подчиняюсь,,
пожениться (р),to get married (of a couple),p поженимся,,
поздравление,congratulation; greeting,,,
ползать/по-,to crawl about,,,
положенный,"agreed, fixed",,,
поменьше,a little less,,,
понемногу,little by little,,,
поразительно,"strikingly, astonishingly",,,
по-русски,in Russian; in Russian style,,,
поставщик,supplier,g sg поставщика,,
похоже (на +a),it looks like; it seems (= кажется),"Похоже на то, что ... It looks as if…",,
поцелуй,kiss,,,
правительственный,government (adj),,,
предотвращать/предотвратить (+a),"to prevent, avert","p предотвращу, предотвратишь",,
предсказывать/предсказать (+a),to predict,,,
презирать (i) (+a),to despise,i,,
претендент (на +a),"claimant, aspirant (to)",,,
привлекательный,attractive,,,
приговаривать/приговорить (+a к +d),to sentence (s.o. to),,,
призрак,ghost,,,
прорыв,breach,,,
просиживать/просидеть,to sit (for a specified time),"p просижу, просидишь",,
прослеживать/проследить (+a),"to track, trace","p прослежу, проследишь",,
прощаться/проститься (с +inst),to say goodbye (to),"p прощусь, простишься",,
пускаться/пуститься (в +a or +inf),"to set out, start, embark (on sth)","p пущусь, пустишься",,
путать/с- (+a),"to confuse, mix up",,,
работница,female worker,,,
развёртывать/развернуть (+a),to unfold; expand,,,
раздеваться/раздеться,"to undress, get undressed","p разденусь, разденешься",,
размещать/разместить (+a),to accommodate,"p размещу, разместишь",,
разногласие,disagreement,,,
расстрел,execution (by firing squad),,,
рваный,torn,,,
ревность (f),jealousy,,,
рыбачий,fishing (adj),,,
рычаг,lever,g sg рычага,,
санаторий,sanatorium,,,
сближение,rapprochement,,,
сгорать/сгореть,"to burn, burn out","p сгорю, сгоришь",,
систематический,systematic,,,
скрипка,violin,g pl скрипок,,
словарь (m),dictionary,g sg словаря,,
служебный,working,служебное время office hours,,
смирный,docile,,,
снаружи,"outside, from outside",,,
современность (f),the present age,,,
согласовывать/согласовать (+a),to coordinate,"p согласую, согласуешь",,
соседка,(female) neighbour,g pl соседок,,
соскучиться (р),to get bored; (пo +d) miss,p С ней не соскучишься You won’t get bored with her; Она соскучилась по мужу She misses her husband,,
спохватываться/спохватиться,to remember suddenly (coll),"p спохвачусь, спохватишься",,
спрашиваться (i),to be asked,спрашивается the question is,,
срам,shame,,,
стискивать/стиснуть (+a),to squeeze,"p стисну, стиснешь",,
сугубо,especially; exclusively,,,
хвататься/схватиться (за +a),to seize; (c +inst) grapple with,"p схвачусь, схватишься; схватываться/хвататься i",,
творить/со- (+a),to create,,,
твориться (i),"to be going on, happen",i Что здесь творится? What’s going on here?,,
тезис,"thesis, proposition",,,
толковать/ис- (+a),"to interpret, explain","i толкую, толкуешь",,
трагический,tragic,,,
трепетать (i),to tremble,"i трепещу, трепещешь",,
тропа,path,nom pl тропы,,
туманный,misty,,,
турецкий,Turkish,,,
тюремный,prison (adj),,,
увольнять/уволить (+a),"to dismiss, fire",,,
увольнение,dismissal,,,
красть/у- (+a),to steal,"p украду, украдёшь, past украл, украла",,
укрываться/укрыться (от +g),to take refuge (from),"p укроюсь, укроешься",,
умело,skilfully,,,
умолять/умолить (+a),to implore,i умоляю,,
усиливаться/усилиться,"to grow stronger, increase",,,
ускорять/ускорить (+a),to accelerate,,,
устанавливаться/установиться,to become established,p установится,,
устремляться/устремиться,"to rush, dash; be fixed on, aspire to","i устремляюсь; p устремлюсь, устремишься",,
утешать/утешить (+a),to console,,,
фонтан,fountain,,,
формально,formally,,,
фрукт,"fruit, piece of fruit",,,
хвалить/по- (+a),to praise,"i хвалю, хвалишь",,
хитрость (f),"cunning, guile (noun); ruse; (coll) ingenuity",,,
хлынуть (р),to gush,,,
хомут,"horse’s collar; burden, yoke",g sg хомута; надеть себе хомут на шею to impose a burden on os,,
